v1 v2 v3
1985357915 259282066 1261802636
1826303097 770039431 1718522113
1826303097 770039431 1718522113
1490939642 841850107 1559408221
1283085472 724067679 181353958
1124617607 214335774 2111168252
1233401662 259282066 138673653
795166894 173818747 2103443044
667854752 1561475284 1470108850
452922665 2079057988 2133504017
452922665 2079057988 2133504017
1352729899 1159977557 1872171612
1450367853 469944468 1415225936
1450367853 469944468 1415225936
1307401805 964398707 1957255469
312192629 964398707 1415225936
166555446 964398707 1934100863
2038391734 228644964 791617444
1532663454 841850107 1399623795
341394320 2061848167 791617444
1000045801 469944468 2133504017
1000045801 469944468 2133504017
1045367018 214335774 703623691
1845399863 934023045 1244596122
1668442253 214335774 244384900
1668442253 214335774 244384900
1668442253 214335774 244384900
199743862 1470664077 1329259595
147357237 1386877007 362372481
2081953602 934023045 436087910
1477957216 214335774 798731334
2076668642 248209738 1241378441
1828933981 971389728 2117871278
972620800 1462526291 949469817
972620800 1462526291 949469817
972620800 1462526291 949469817
419710181 1470664077 159850351
2118374054 1202782215 231907278
1075802217 841850107 1718522113
1683354723 1386877007 1074149303
282661848 1625670082 1872171612
767447138 1081820118 1629202892
1146485707 248209738 949469817
250824376 770039431 244384900
198392048 1403073439 1980825937
1421492276 464526234 244384900
1421492276 464526234 244384900
1981855284 1257673436 780266831
1981855284 1257673436 780266831
1483890779 1081820118 1034053857
1483890779 1081820118 1034053857
862886667 1462526291 1034053857
1562673836 1625670082 1221546885
1091693637 173818747 2110251274
475558053 214335774 1261802636
475558053 214335774 1261802636
355330601 1912291382 504307610
1193466463 173818747 1547353919
294722195 1081820118 1771698396
294722195 1081820118 1771698396
2066037060 9244212 1713318186
1422009392 1653081531 244384900
953661244 228644964 1872171612
953661244 228644964 1872171612
1644265627 9244212 1629202892
1247271054 811105315 83534184
1961898741 747627858 504307610
1961898741 747627858 504307610
1283343934 1081820118 1771698396
1283343934 1081820118 1771698396
1918197111 1159977557 308328895
421393906 444357568 159850351
1558597883 150036672 1980825937
512501325 259282066 293011175
617787441 150036672 1826424944
1001400980 257108166 1547353919
45660772 1037754172 1775505692
243196580 964398707 293011175
1867436095 1257673436 1980825937
1867436095 1257673436 1980825937
583351032 1462526291 293011175
1650683646 248209738 1773097005
1650683646 248209738 1773097005
952323098 1202782215 1244596122
1809166081 173818747 2097429180
1628741527 214335774 771242088
493289239 228644964 1206144542
528047860 934023045 469048515
347572419 1386877007 990348475
1198684911 1625670082 1773097005
1102320049 1898918078 159850351
2146927940 196781970 1261802636
1536494514 1470664077 197855326
1834674796 841850107 640264723
320490153 259282066 1399623795
294554860 1462526291 1261802636
132154739 1568116264 1771698396
899338619 228644964 1261802636
899338619 228644964 1261802636
1258639462 444357568 1649808593
1078234603 259282066 1240322494
263882669 1159977557 1962133114
1564097499 173818747 436087910
1564097499 173818747 436087910
1313153868 1625670082 1399623795
1014253691 964398707 688862220
1014253691 964398707 688862220
1014253691 964398707 688862220
288307186 469944468 1771698396
1205475514 9244212 2111168252
1205475514 9244212 2111168252
1205475514 9244212 2111168252
194975718 1257673436 780266831
194975718 1257673436 780266831
1661566728 259282066 1218629533
1530224033 1403073439 179089266
1713899903 1625670082 83534184
1781717484 173818747 1679021376
1072766722 1002237642 1679021376
96060294 1444031510 1771698396
1361178637 248209738 223954916
1290676841 9244212 1771698396
1290676841 9244212 1771698396
1290676841 9244212 1771698396
1810302915 770039431 1980825937
166018301 1159977557 1916243571
1629875766 1625670082 762750804
9197493 248209738 2055047406
2093608104 1793283865 504307610
2093608104 1793283865 504307610
1847704333 228644964 709378960
1382286865 1257673436 464364920
1912544550 1561475284 1030307103
739985518 2119770603 1034053857
542439618 214335774 1771698396
1776831266 1462526291 875489305
762149547 1202782215 1771698396
526836653 2079057988 778596128
526836653 2079057988 778596128
1976776811 1202782215 1835487478
311833515 934023045 125856503
796575690 724067679 159850351
1658725682 1462526291 1056921702
1884456499 934023045 741270832
1690968389 841850107 879014515
1366799370 1403073439 1399623795
393660920 214335774 1261802636
393660920 214335774 1261802636
26925560 724067679 940492935
2122249456 1159977557 436087910
859686861 971389728 504307610
909107262 1202782215 1980825937
909107262 1202782215 1980825937
132802543 469944468 469048515
132802543 469944468 469048515
675063924 964398707 1034053857
1150644270 841850107 1030307103
1150644270 841850107 1030307103
1924277679 9244212 82205359
564898263 841850107 1030307103
564898263 841850107 1030307103
852162205 2079057988 1261802636
1573992015 841850107 871146884
1573992015 841850107 871146884
850305236 770039431 469048515
1595400635 248209738 436087910
1075387438 248209738 1056921702
578921476 469944468 35512590
1420119207 1653081531 1835487478
2091319243 1119493116 1629202892
1711907100 1403073439 917413945
634591517 464526234 817817353
571628416 173818747 1019709715
1030254610 971389728 1810274231
1172923197 1309473909 1216919994
2105794994 1462526291 778596128
1959835143 1625670082 508697284
151580037 469944468 791617444
151580037 469944468 791617444
1476851463 1202782215 1010083865
579656167 724067679 1513149859
262378145 724067679 1407711168
721355912 9244212 2103443044
721355912 9244212 2103443044
1970187267 1462526291 949469817
1970187267 1462526291 949469817
1970187267 1462526291 949469817
779329036 2102547811 159850351
1520192054 2102547811 949469817
802657170 1403073439 1181945062
395680997 1625670082 1298447238
1630859260 1561475284 504307610
2074935486 257108166 1111845801
989851213 9244212 791617444
770076529 173818747 1074149303
636840860 971389728 355335255
251336454 1625670082 402828767
517304753 724067679 1966429309
600389433 1898918078 246708103
1673557574 1257673436 1966058313
1673557574 1257673436 1966058313
1675679492 1257673436 1337834225
1181657351 934023045 1516505249
592667064 1257673436 1773097005
1842201405 841850107 365198662
923048886 1625670082 791617444
923048886 1625670082 791617444
2100113210 185354365 1030307103
790931990 1202782215 1415225936
2074070830 841850107 798731334
626500762 1653081531 949469817
626500762 1653081531 949469817
1435807182 1470664077 1589726625
881785615 2079057988 505550944
97806642 173818747 1773097005
583566723 173818747 1034053857
1077308023 1403073439 1491299383
1883249520 1403073439 2055047406
1437182347 747627858 949469817
1970131156 724067679 634600033
812018463 1386877007 158972662
